id,title,slug,category,source_page,source,image_filename,image_path
352,ESPAGUETIS CON PAVO Y SETAS,espaguetis-con-pavo-y-setas,Pastas y masas,509,missing,,
353,MACARRONES CON SALMÓN,macarrones-con-salmon,Pastas y masas,510,pdf,0353-macarrones-con-salmon.webp,/img/recetas/0353-macarrones-con-salmon.webp
354,"LASAÑA DE CALABACÍN, CHAMPIÑONES Y JAMÓN",lasana-de-calabacin-champinones-y-jamon,Pastas y masas,513,pdf,0354-lasana-de-calabacin-champinones-y-jamon.webp,/img/recetas/0354-lasana-de-calabacin-champinones-y-jamon.webp
355,"PASTA FRESCA CON JAMÓN, CALABACÍN Y QUESO",pasta-fresca-con-jamon-calabacin-y-queso,Pastas y masas,514,missing,,
356,MACARRONES CON TOMATE Y PAVO CURADO,macarrones-con-tomate-y-pavo-curado,Pastas y masas,515,missing,,
357,FIDEOS CON CABALLA EN TOMATE,fideos-con-caballa-en-tomate,Pastas y masas,516,missing,,
358,"RAVIOLIS DE CALABAZA, JAMÓN Y RICOTA",raviolis-de-calabaza-jamon-y-ricota,Pastas y masas,517,missing,,
359,ESPAGUETIS CON PIMIENTOS ASADOS Y QUESO DE CABRA,espaguetis-con-pimientos-asados-y-queso-de-cabra,Pastas y masas,518,pdf,0359-espaguetis-con-pimientos-asados-y-queso-de-cabra.webp,/img/recetas/0359-espaguetis-con-pimientos-asados-y-queso-de-cabra.webp
360,CANELONES DE CALABACÍN Y QUESO DE CABRA,canelones-de-calabacin-y-queso-de-cabra,Pastas y masas,520,missing,,
361,PIZZA PICANTE DE PAVO Y PIÑA,pizza-picante-de-pavo-y-pina,Pastas y masas,521,missing,,
362,"EMPANADA DE GALLO CON PIMIENTO, PUERRO Y CEBOLLA",empanada-de-gallo-con-pimiento-puerro-y-cebolla,Pastas y masas,523,pdf,0362-empanada-de-gallo-con-pimiento-puerro-y-cebolla.webp,/img/recetas/0362-empanada-de-gallo-con-pimiento-puerro-y-cebolla.webp
363,HOJALDRES DE MARISCO CON SALSA HOLANDESA,hojaldres-de-marisco-con-salsa-holandesa,Pastas y masas,526,pdf,0363-hojaldres-de-marisco-con-salsa-holandesa.webp,/img/recetas/0363-hojaldres-de-marisco-con-salsa-holandesa.webp
364,"LASAÑA DE ESPINACAS, PAVO Y CALABACÍN",lasana-de-espinacas-pavo-y-calabacin,Pastas y masas,529,missing,,
365,CANELONES DE MEJILLONES CON BECHAMEL DE CALABAZA,canelones-de-mejillones-con-bechamel-de-calabaza,Pastas y masas,530,missing,,
366,FIDEOS CON COSTILLA Y MAYONESA DE AJO NEGRO,fideos-con-costilla-y-mayonesa-de-ajo-negro,Pastas y masas,531,missing,,
367,ESPAGUETIS CON BRÓCOLI,espaguetis-con-brocoli,Pastas y masas,532,missing,,
368,TALOS VARIADOS,talos-variados,Pastas y masas,533,pdf,0368-talos-variados.webp,/img/recetas/0368-talos-variados.webp
369,MINIVOLOVANES DE CHAMPIÑONES CON SALSA HOLANDESA,minivolovanes-de-champinones-con-salsa-holandesa,Pastas y masas,536,pdf,0369-minivolovanes-de-champinones-con-salsa-holandesa.webp,/img/recetas/0369-minivolovanes-de-champinones-con-salsa-holandesa.webp
370,TALLARINES A LA CARBONARA,tallarines-a-la-carbonara,Pastas y masas,538,missing,,
371,LASAÑA DE ALCACHOFAS CON JAMÓN,lasana-de-alcachofas-con-jamon,Pastas y masas,539,missing,,
372,PIZZA GRANJERA,pizza-granjera,Pastas y masas,540,missing,,
373,MACARRONES CON ESPÁRRAGOS VERDES Y JAMÓN,macarrones-con-esparragos-verdes-y-jamon,Pastas y masas,541,missing,,
374,MINIVOLOVANES DE SALMÓN CON SALSA AMERICANA,minivolovanes-de-salmon-con-salsa-americana,Pastas y masas,542,pdf,0374-minivolovanes-de-salmon-con-salsa-americana.webp,/img/recetas/0374-minivolovanes-de-salmon-con-salsa-americana.webp
375,VOLOVANES CON VERDURAS Y SALSA DE CALABACÍN,volovanes-con-verduras-y-salsa-de-calabacin,Pastas y masas,545,missing,,
376,EMPANADILLAS DE ALMEJAS Y BRÓCOLI,empanadillas-de-almejas-y-brocoli,Pastas y masas,546,missing,,
377,"EMPANADILLAS DE PATATA, CALABACÍN Y HUEVO",empanadillas-de-patata-calabacin-y-huevo,Pastas y masas,547,pdf,0377-empanadillas-de-patata-calabacin-y-huevo.webp,/img/recetas/0377-empanadillas-de-patata-calabacin-y-huevo.webp
378,TORTITAS DE PAVO Y CHAMPIÑONES,tortitas-de-pavo-y-champinones,Pastas y masas,549,missing,,
379,CREPES DE CHAMPIÑONES CON SALSA DE ALBAHACA,crepes-de-champinones-con-salsa-de-albahaca,Pastas y masas,550,missing,,
380,EMPANADILLAS DE BONITO,empanadillas-de-bonito,Pastas y masas,551,pdf,0380-empanadillas-de-bonito.webp,/img/recetas/0380-empanadillas-de-bonito.webp
381,RELÁMPAGOS SALADOS,relampagos-salados,Pastas y masas,554,missing,,
382,CANUTILLOS DE PASTEL DE PESCADO,canutillos-de-pastel-de-pescado,Pastas y masas,555,missing,,
383,CREPES DE VERDURAS Y LANGOSTINOS,crepes-de-verduras-y-langostinos,Pastas y masas,556,pdf,0383-crepes-de-verduras-y-langostinos.webp,/img/recetas/0383-crepes-de-verduras-y-langostinos.webp
384,CHORIPÁN CON HUEVO FRITO,choripan-con-huevo-frito,Pastas y masas,558,pdf,0384-choripan-con-huevo-frito.webp,/img/recetas/0384-choripan-con-huevo-frito.webp
385,EMPANADILLAS DE SETAS Y BACALAO AHUMADO,empanadillas-de-setas-y-bacalao-ahumado,Pastas y masas,561,missing,,
386,TARTALETAS DE ENSALADILLA RUSA,tartaletas-de-ensaladilla-rusa,Pastas y masas,561,missing,,
387,VOLOVANES DE ACELGAS CON SALSA BAGNA CAUDA,volovanes-de-acelgas-con-salsa-bagna-cauda,Pastas y masas,563,missing,,
388,MINITARTALETAS VARIADAS,minitartaletas-variadas,Pastas y masas,564,missing,,
389,QUICHE DE BRÓCOLI Y BERBERECHOS GRATINADOS,quiche-de-brocoli-y-berberechos-gratinados,Pastas y masas,566,pdf,0389-quiche-de-brocoli-y-berberechos-gratinados.webp,/img/recetas/0389-quiche-de-brocoli-y-berberechos-gratinados.webp
390,PAN DE JAMÓN CON QUESO Y ACEITUNAS ALIÑADAS,pan-de-jamon-con-queso-y-aceitunas-alinadas,Pastas y masas,568,missing,,
391,CREPES DE JAMÓN Y QUESO CON SALSA DE FRAMBUESAS,crepes-de-jamon-y-queso-con-salsa-de-frambuesas,Pastas y masas,569,missing,,
392,POLENTA MULTICOLOR CON MERMELADA DE TOMATE,polenta-multicolor-con-mermelada-de-tomate,Pastas y masas,570,pdf,0392-polenta-multicolor-con-mermelada-de-tomate.webp,/img/recetas/0392-polenta-multicolor-con-mermelada-de-tomate.webp
393,EMPANADA DE BACALAO,empanada-de-bacalao,Pastas y masas,572,missing,,
394,OVNIS DE MORCILLA Y MANZANA CON PURÉ DE BERZA,ovnis-de-morcilla-y-manzana-con-pure-de-berza,Pastas y masas,573,missing,,
395,CANELONES FRÍOS,canelones-frios,Pastas y masas,574,pdf,0395-canelones-frios.webp,/img/recetas/0395-canelones-frios.webp
396,CREPES DE PAVO Y QUESO,crepes-de-pavo-y-queso,Pastas y masas,577,missing,,
397,MILHOJAS DE CHAMPIÑONES,milhojas-de-champinones,Pastas y masas,578,missing,,
398,EMPANADILLAS DE ATÚN CON TOMATE,empanadillas-de-atun-con-tomate,Pastas y masas,579,pdf,0398-empanadillas-de-atun-con-tomate.webp,/img/recetas/0398-empanadillas-de-atun-con-tomate.webp
399,QUICHE DE PUERROS Y GAMBAS,quiche-de-puerros-y-gambas,Pastas y masas,582,missing,,
400,"BRAZO DE GITANO RELLENO DE PAVO, SETAS Y QUESO",brazo-de-gitano-relleno-de-pavo-setas-y-queso,Pastas y masas,583,missing,,
401,EMPANADILLAS DE LA HUERTA CON SALSA DE QUESO,empanadillas-de-la-huerta-con-salsa-de-queso,Pastas y masas,584,pdf,0401-empanadillas-de-la-huerta-con-salsa-de-queso.webp,/img/recetas/0401-empanadillas-de-la-huerta-con-salsa-de-queso.webp
402,PASTEL DE REMOLACHA Y ESPÁRRAGOS VERDES,pastel-de-remolacha-y-esparragos-verdes,Pastas y masas,587,missing,,
403,COQUES A LA CALFÓ,coques-a-la-calfo,Pastas y masas,588,missing,,
404,QUICHE DE CALABACÍN Y BEICON,quiche-de-calabacin-y-beicon,Pastas y masas,589,pdf,0404-quiche-de-calabacin-y-beicon.webp,/img/recetas/0404-quiche-de-calabacin-y-beicon.webp
405,"EMPANADA DE MORCILLA, CALABAZA Y MANZANA",empanada-de-morcilla-calabaza-y-manzana,Pastas y masas,592,missing,,
406,"CREPES RELLENOS DE BERENJENA, QUESO Y PAVO",crepes-rellenos-de-berenjena-queso-y-pavo,Pastas y masas,593,missing,,
407,TARTA DE ALMEJAS Y CALABAZA,tarta-de-almejas-y-calabaza,Pastas y masas,594,pdf,0407-tarta-de-almejas-y-calabaza.webp,/img/recetas/0407-tarta-de-almejas-y-calabaza.webp
408,OBLEAS DE CALABACÍN Y LANGOSTINOS,obleas-de-calabacin-y-langostinos,Pastas y masas,596,pdf,0408-obleas-de-calabacin-y-langostinos.webp,/img/recetas/0408-obleas-de-calabacin-y-langostinos.webp
409,"VOLOVANES DE AJOS FRESCOS, CHAMPIÑONES Y GAMBAS",volovanes-de-ajos-frescos-champinones-y-gambas,Pastas y masas,599,missing,,
410,EMPANADA DE ISCOS,empanada-de-iscos,Pastas y masas,599,missing,,
411,PAN DE CALABACÍN Y AJOS FRESCOS,pan-de-calabacin-y-ajos-frescos,Pastas y masas,601,pdf,0411-pan-de-calabacin-y-ajos-frescos.webp,/img/recetas/0411-pan-de-calabacin-y-ajos-frescos.webp
412,CREPES DE PUERRO Y QUESO,crepes-de-puerro-y-queso,Pastas y masas,603,missing,,
413,TARTALETAS DE AVENA CON VERDURAS Y QUESO,tartaletas-de-avena-con-verduras-y-queso,Pastas y masas,604,missing,,
414,MACARRONES A LA BOLOÑESA,macarrones-a-la-bolonesa,Pastas y masas,605,missing,,
415,ÑOQUIS DE CALABAZA CON RAGÚ,noquis-de-calabaza-con-ragu,Pastas y masas,606,pdf,0415-noquis-de-calabaza-con-ragu.webp,/img/recetas/0415-noquis-de-calabaza-con-ragu.webp
416,FIDEOS CON VERDURAS Y COSTILLA DE CERDO,fideos-con-verduras-y-costilla-de-cerdo,Pastas y masas,609,missing,,
417,CANELONES DE VERANO,canelones-de-verano,Pastas y masas,610,pdf,0417-canelones-de-verano.webp,/img/recetas/0417-canelones-de-verano.webp
418,SOPA DE ARROZ CON ALMEJAS,sopa-de-arroz-con-almejas,Sopas y cremas,614,missing,,
419,SOPA DE OTOÑO,sopa-de-otono,Sopas y cremas,615,missing,,
420,SOPA DE PEPINO Y SANDÍA CON APIO,sopa-de-pepino-y-sandia-con-apio,Sopas y cremas,616,pdf,0420-sopa-de-pepino-y-sandia-con-apio.webp,/img/recetas/0420-sopa-de-pepino-y-sandia-con-apio.webp
421,CREMA DE ACELGAS CON CROQUETAS DE MIJO,crema-de-acelgas-con-croquetas-de-mijo,Sopas y cremas,619,missing,,
422,CREMA DE MEJILLONES CON HOJALDRE,crema-de-mejillones-con-hojaldre,Sopas y cremas,620,missing,,
423,SOPA DE VERDURAS CON TOQUE,sopa-de-verduras-con-toque,Sopas y cremas,621,pdf,0423-sopa-de-verduras-con-toque.webp,/img/recetas/0423-sopa-de-verduras-con-toque.webp
424,SOPA DE CONEJO,sopa-de-conejo,Sopas y cremas,623,pdf,0424-sopa-de-conejo.webp,/img/recetas/0424-sopa-de-conejo.webp
425,CREMA DE CHAMPIÑÓN CON BUÑUELOS,crema-de-champinon-con-bunuelos,Sopas y cremas,625,missing,,
426,SOPA MARINERA CON TAPIOCA,sopa-marinera-con-tapioca,Sopas y cremas,627,missing,,
427,SOPA JAPONESA,sopa-japonesa,Sopas y cremas,628,missing,,
428,SOPA DE POLLO CON VERDURAS Y PESTO,sopa-de-pollo-con-verduras-y-pesto,Sopas y cremas,628,missing,,
429,CREMA FRÍA DE TOMATES Y CHAMPIÑONES,crema-fria-de-tomates-y-champinones,Sopas y cremas,630,pdf,0429-crema-fria-de-tomates-y-champinones.webp,/img/recetas/0429-crema-fria-de-tomates-y-champinones.webp
430,CREMA DE COLIFLOR CON BUÑUELOS Y VINAGRETA DE MIEL,crema-de-coliflor-con-bunuelos-y-vinagreta-de-miel,Sopas y cremas,633,pdf,0430-crema-de-coliflor-con-bunuelos-y-vinagreta-de-miel.webp,/img/recetas/0430-crema-de-coliflor-con-bunuelos-y-vinagreta-de-miel.webp
431,CREMA DE LENTEJAS CON TEMPURA DE ZAHAHORIAS Y AJOS FRESCOS,crema-de-lentejas-con-tempura-de-zahahorias-y-ajos-frescos,Sopas y cremas,635,missing,,
432,CREMA DE CALABACÍN CON HIGOS SALTEADOS Y PALITOS DE SÉSAMO,crema-de-calabacin-con-higos-salteados-y-palitos-de-sesamo,Sopas y cremas,636,missing,,
433,CREMA DE ALUBIAS CON RAVIOLIS DE MORCILLA,crema-de-alubias-con-raviolis-de-morcilla,Sopas y cremas,637,missing,,
434,CREMA DE PUERROS CON BUÑUELOS DE MAÍZ,crema-de-puerros-con-bunuelos-de-maiz,Sopas y cremas,638,missing,,
435,CREMA DE CALABAZA CON CIGALITAS Y BEICON,crema-de-calabaza-con-cigalitas-y-beicon,Sopas y cremas,639,pdf,0435-crema-de-calabaza-con-cigalitas-y-beicon.webp,/img/recetas/0435-crema-de-calabaza-con-cigalitas-y-beicon.webp
436,SOPA DE PICADILLO,sopa-de-picadillo,Sopas y cremas,642,missing,,
437,VICHYSSOISE,vichyssoise,Sopas y cremas,642,missing,,
438,CREMA DE REMOLACHA CON RULOS DE JAMÓN,crema-de-remolacha-con-rulos-de-jamon,Sopas y cremas,644,pdf,0438-crema-de-remolacha-con-rulos-de-jamon.webp,/img/recetas/0438-crema-de-remolacha-con-rulos-de-jamon.webp
439,SALMOREJO,salmorejo,Sopas y cremas,645,missing,,
440,CREMA DE TOMATE Y AGUACATE CON GAMBAS CRUJIENTES,crema-de-tomate-y-aguacate-con-gambas-crujientes,Sopas y cremas,646,missing,,
441,CREMA DE CALABAZA CON PUERROS Y PICATOSTES DE PAN Y BACALAO,crema-de-calabaza-con-puerros-y-picatostes-de-pan-y-bacalao,Sopas y cremas,647,pdf,0441-crema-de-calabaza-con-puerros-y-picatostes-de-pan-y-bacalao.webp,/img/recetas/0441-crema-de-calabaza-con-puerros-y-picatostes-de-pan-y-bacalao.webp
442,CREMA DE ALUBIAS CON REJILLA DE PATATAS,crema-de-alubias-con-rejilla-de-patatas,Sopas y cremas,650,missing,,
443,SOPA DE PATATA,sopa-de-patata,Sopas y cremas,651,pdf,0443-sopa-de-patata.webp,/img/recetas/0443-sopa-de-patata.webp
444,SOPA DE ARROZ CON VERDURAS Y GAMBAS,sopa-de-arroz-con-verduras-y-gambas,Sopas y cremas,651,missing,,
445,SOPA DE TOMATE Y CEBOLLA CON HUEVO ESCALFADO,sopa-de-tomate-y-cebolla-con-huevo-escalfado,Sopas y cremas,654,pdf,0445-sopa-de-tomate-y-cebolla-con-huevo-escalfado.webp,/img/recetas/0445-sopa-de-tomate-y-cebolla-con-huevo-escalfado.webp
446,GAZPACHO DE HABAS,gazpacho-de-habas,Sopas y cremas,655,missing,,
447,CREMA FRÍA DE REMOLACHA,crema-fria-de-remolacha,Sopas y cremas,656,missing,,
448,SOPA DE BRÓCOLI CON ALMEJAS,sopa-de-brocoli-con-almejas,Sopas y cremas,657,missing,,
449,CREMA DE LENTEJAS Y CALABAZA CON SORPRESA,crema-de-lentejas-y-calabaza-con-sorpresa,Sopas y cremas,658,missing,,
450,SOPA DE TORTILLA,sopa-de-tortilla,Sopas y cremas,659,pdf,0450-sopa-de-tortilla.webp,/img/recetas/0450-sopa-de-tortilla.webp
451,SOPA DE FIDEOS CON PALOMITAS AL CURRY,sopa-de-fideos-con-palomitas-al-curry,Sopas y cremas,662,missing,,
452,CREMA DE PATATA AL PIMENTÓN CON COSTILLA DE CERDO ASADA,crema-de-patata-al-pimenton-con-costilla-de-cerdo-asada,Sopas y cremas,663,pdf,0452-crema-de-patata-al-pimenton-con-costilla-de-cerdo-asada.webp,/img/recetas/0452-crema-de-patata-al-pimenton-con-costilla-de-cerdo-asada.webp
453,CREMA DE ESPÁRRAGOS CON TRIÁNGULOS DE JAMÓN Y QUESO,crema-de-esparragos-con-triangulos-de-jamon-y-queso,Sopas y cremas,663,missing,,
454,CREMA DE GARBANZOS CON FLAUTAS Y LOMBARDA,crema-de-garbanzos-con-flautas-y-lombarda,Sopas y cremas,666,missing,,
455,SOPA DE BACALAO,sopa-de-bacalao,Sopas y cremas,667,missing,,
456,SOPA DE VERDURAS Y ARROZ CON ALEGRÍAS RIOJANAS,sopa-de-verduras-y-arroz-con-alegrias-riojanas,Sopas y cremas,668,pdf,0456-sopa-de-verduras-y-arroz-con-alegrias-riojanas.webp,/img/recetas/0456-sopa-de-verduras-y-arroz-con-alegrias-riojanas.webp
457,SOPA DE PESCADO,sopa-de-pescado,Sopas y cremas,671,missing,,
458,CREMA DE BOLETUS CON SUS BRICKS,crema-de-boletus-con-sus-bricks,Sopas y cremas,672,missing,,
459,SALMOREJO DE MANGO CON RAPE Y GAMBAS,salmorejo-de-mango-con-rape-y-gambas,Sopas y cremas,673,pdf,0459-salmorejo-de-mango-con-rape-y-gambas.webp,/img/recetas/0459-salmorejo-de-mango-con-rape-y-gambas.webp
460,"CREMA DE REMOLACHA, ZANAHORIA Y ALMENDRA",crema-de-remolacha-zanahoria-y-almendra,Sopas y cremas,674,missing,,
461,SOPA DE POLLO Y TAPIOCA,sopa-de-pollo-y-tapioca,Sopas y cremas,675,missing,,
462,GAZPACHO,gazpacho,Sopas y cremas,676,pdf,0462-gazpacho.webp,/img/recetas/0462-gazpacho.webp
463,SOPA VIÑA AB,sopa-vina-ab,Sopas y cremas,679,missing,,
464,CREMA DE TOMATE ASADO CON GALLETAS SALADAS,crema-de-tomate-asado-con-galletas-saladas,Sopas y cremas,680,missing,,
465,CREMA DE VERDURAS CON POPIETAS DE GALLO,crema-de-verduras-con-popietas-de-gallo,Sopas y cremas,681,pdf,0465-crema-de-verduras-con-popietas-de-gallo.webp,/img/recetas/0465-crema-de-verduras-con-popietas-de-gallo.webp
466,CREMA DE ESPÁRRAGOS CON HUEVO FLOR,crema-de-esparragos-con-huevo-flor,Sopas y cremas,683,pdf,0466-crema-de-esparragos-con-huevo-flor.webp,/img/recetas/0466-crema-de-esparragos-con-huevo-flor.webp
467,SOPA CASTELLANA,sopa-castellana,Sopas y cremas,685,missing,,
468,CREMA DE PUERROS CON BOLITAS DE CALABAZA,crema-de-puerros-con-bolitas-de-calabaza,Sopas y cremas,686,missing,,
469,SOPA DE CALABAZA CON VERDURAS,sopa-de-calabaza-con-verduras,Sopas y cremas,687,missing,,
470,SOPA DE QUINOA,sopa-de-quinoa,Sopas y cremas,688,missing,,
471,"SOPA DE PERLÓN, ALMEJAS Y GAMBAS",sopa-de-perlon-almejas-y-gambas,Sopas y cremas,689,pdf,0471-sopa-de-perlon-almejas-y-gambas.webp,/img/recetas/0471-sopa-de-perlon-almejas-y-gambas.webp
472,SOPA SERRANA,sopa-serrana,Sopas y cremas,690,missing,,
473,SOPA DE AJO,sopa-de-ajo,Sopas y cremas,691,missing,,
474,SOPA DE ARROZ CON POLLO,sopa-de-arroz-con-pollo,Sopas y cremas,692,pdf,0474-sopa-de-arroz-con-pollo.webp,/img/recetas/0474-sopa-de-arroz-con-pollo.webp
475,SOPA DE VERDURAS Y TRIGO SARRACENO,sopa-de-verduras-y-trigo-sarraceno,Sopas y cremas,695,pdf,0475-sopa-de-verduras-y-trigo-sarraceno.webp,/img/recetas/0475-sopa-de-verduras-y-trigo-sarraceno.webp
476,CREMA DE LENTEJAS CON MEDALLONES DE CORDERO,crema-de-lentejas-con-medallones-de-cordero,Sopas y cremas,696,missing,,
477,GAZPACHO DE TOMATE Y CEREZAS,gazpacho-de-tomate-y-cerezas,Sopas y cremas,698,missing,,
478,VICHYSSOISE DE GUISANTES CON SU GUARNICIÓN,vichyssoise-de-guisantes-con-su-guarnicion,Sopas y cremas,699,missing,,
479,CREMA DE CHAMPIÑONES,crema-de-champinones,Sopas y cremas,700,pdf,0479-crema-de-champinones.webp,/img/recetas/0479-crema-de-champinones.webp
480,SOPA FRÍA DE MELÓN CON JAMÓN,sopa-fria-de-melon-con-jamon,Sopas y cremas,702,pdf,0480-sopa-fria-de-melon-con-jamon.webp,/img/recetas/0480-sopa-fria-de-melon-con-jamon.webp
481,CREMA DE CHIRIVÍA CON TORTITAS DE SÉSAMO,crema-de-chirivia-con-tortitas-de-sesamo,Sopas y cremas,704,missing,,
482,HUEVOS ROTOS CON FOIE Y SALSA PÉRIGOURDINE,huevos-rotos-con-foie-y-salsa-perigourdine,Huevos,708,missing,,
483,HUEVO CON PATATA Y MORCILLA,huevo-con-patata-y-morcilla,Huevos,709,missing,,
484,HUEVOS CON GUACAMOLE Y LANGOSTINOS,huevos-con-guacamole-y-langostinos,Huevos,710,pdf,0484-huevos-con-guacamole-y-langostinos.webp,/img/recetas/0484-huevos-con-guacamole-y-langostinos.webp
485,ROLLITOS DE TORTILLA CON QUESO Y JAMÓN,rollitos-de-tortilla-con-queso-y-jamon,Huevos,712,missing,,
486,CESTOS DE PAN Y HUEVO CON SABAYÓN DE TXAKOLI,cestos-de-pan-y-huevo-con-sabayon-de-txakoli,Huevos,713,missing,,
487,HUEVOS RELLENOS DE CHAMPIÑONES,huevos-rellenos-de-champinones,Huevos,714,pdf,0487-huevos-rellenos-de-champinones.webp,/img/recetas/0487-huevos-rellenos-de-champinones.webp
488,HUEVO FLOR CON SETAS DE PRIMAVERA Y LAZOS DE HOJALDRE,huevo-flor-con-setas-de-primavera-y-lazos-de-hojaldre,Huevos,716,pdf,0488-huevo-flor-con-setas-de-primavera-y-lazos-de-hojaldre.webp,/img/recetas/0488-huevo-flor-con-setas-de-primavera-y-lazos-de-hojaldre.webp
489,HUEVO FRITO CON POLENTA DE CHAMPIÑONES AL CURRY,huevo-frito-con-polenta-de-champinones-al-curry,Huevos,719,missing,,
490,"HUEVO TRUFADO CON PATATAS, JAMÓN Y CIGALITAS",huevo-trufado-con-patatas-jamon-y-cigalitas,Huevos,720,missing,,
491,REVUELTO DE BERENJENAS Y SETAS CON POLENTA,revuelto-de-berenjenas-y-setas-con-polenta,Huevos,721,missing,,
492,TORTILLA DE VERDURAS EN HOGAZA,tortilla-de-verduras-en-hogaza,Huevos,721,missing,,
493,HUEVOS FLOR CON SETAS EN ESCABECHE,huevos-flor-con-setas-en-escabeche,Huevos,722,pdf,0493-huevos-flor-con-setas-en-escabeche.webp,/img/recetas/0493-huevos-flor-con-setas-en-escabeche.webp
494,"HABITAS, MORCILLA Y HUEVOS CON PALITOS DE PIMENTÓN",habitas-morcilla-y-huevos-con-palitos-de-pimenton,Huevos,725,pdf,0494-habitas-morcilla-y-huevos-con-palitos-de-pimenton.webp,/img/recetas/0494-habitas-morcilla-y-huevos-con-palitos-de-pimenton.webp
495,REVUELTO DE PERRETXIKOS CON ENSALADA,revuelto-de-perretxikos-con-ensalada,Huevos,728,missing,,
496,CREPES DE TXISTORRA CON HUEVO FRITO Y AROS DE CEBOLLA,crepes-de-txistorra-con-huevo-frito-y-aros-de-cebolla,Huevos,728,missing,,
497,TORTILLA DE PESCADILLA CON SALSA DE PIMIENTO VERDE,tortilla-de-pescadilla-con-salsa-de-pimiento-verde,Huevos,730,missing,,
498,JAMÓN RELLENO DE TORTILLA Y QUESO,jamon-relleno-de-tortilla-y-queso,Huevos,730,missing,,
499,"HUEVOS ROTOS CON PATATAS, ESPÁRRAGOS VERDES Y HABITAS",huevos-rotos-con-patatas-esparragos-verdes-y-habitas,Huevos,731,pdf,0499-huevos-rotos-con-patatas-esparragos-verdes-y-habitas.webp,/img/recetas/0499-huevos-rotos-con-patatas-esparragos-verdes-y-habitas.webp
500,CAZUELITAS DE HUEVOS ESCONDIDOS,cazuelitas-de-huevos-escondidos,Huevos,734,missing,,
501,HUEVOS A LA CAZUELA,huevos-a-la-cazuela,Huevos,734,missing,,
502,HUEVO FLOR CON ESPÁRRAGOS Y GUISANTES,huevo-flor-con-esparragos-y-guisantes,Huevos,735,pdf,0502-huevo-flor-con-esparragos-y-guisantes.webp,/img/recetas/0502-huevo-flor-con-esparragos-y-guisantes.webp
503,"HUEVOS, GAMBAS, AJOS FRESCOS Y PATATAS PAJA",huevos-gambas-ajos-frescos-y-patatas-paja,Huevos,737,pdf,0503-huevos-gambas-ajos-frescos-y-patatas-paja.webp,/img/recetas/0503-huevos-gambas-ajos-frescos-y-patatas-paja.webp
504,HUEVOS AL NIDO,huevos-al-nido,Huevos,740,missing,,
505,HUEVOS CON SALSA BRETONA,huevos-con-salsa-bretona,Huevos,740,missing,,
506,HUEVOS ESCALFADOS CON GUISANTES Y PAN FRITO,huevos-escalfados-con-guisantes-y-pan-frito,Huevos,741,missing,,
507,HUEVOS ESCALFADOS A LA FLORENTINA,huevos-escalfados-a-la-florentina,Huevos,742,missing,,
508,TORTILLAS DE PAVO CON PISTO,tortillas-de-pavo-con-pisto,Huevos,743,pdf,0508-tortillas-de-pavo-con-pisto.webp,/img/recetas/0508-tortillas-de-pavo-con-pisto.webp
509,MILHOJAS DE TORTILLA,milhojas-de-tortilla,Huevos,745,missing,,
510,REVUELTO DE ESPÁRRAGOS Y BEICON,revuelto-de-esparragos-y-beicon,Huevos,746,missing,,
511,HUEVOS AL HORNO,huevos-al-horno,Huevos,747,pdf,0511-huevos-al-horno.webp,/img/recetas/0511-huevos-al-horno.webp
512,"REVUELTO DE PATATAS, PIMIENTOS Y JAMÓN",revuelto-de-patatas-pimientos-y-jamon,Huevos,749,missing,,
513,REVUELTO DE PISTO,revuelto-de-pisto,Huevos,750,missing,,
514,TORTILLA DE VERDEL,tortilla-de-verdel,Huevos,751,pdf,0514-tortilla-de-verdel.webp,/img/recetas/0514-tortilla-de-verdel.webp
515,REVUELTO DE VERDURAS,revuelto-de-verduras,Huevos,754,missing,,
516,TORTILLA DE CALABACINES,tortilla-de-calabacines,Huevos,754,missing,,
517,ALCACHOFAS CON HUEVO ESCALFADO Y PARMENTIER DE JAMÓN,alcachofas-con-huevo-escalfado-y-parmentier-de-jamon,Huevos,755,pdf,0517-alcachofas-con-huevo-escalfado-y-parmentier-de-jamon.webp,/img/recetas/0517-alcachofas-con-huevo-escalfado-y-parmentier-de-jamon.webp
518,TORTILLA DE ROPA VIEJA,tortilla-de-ropa-vieja,Huevos,758,missing,,
519,HUEVO FRITO CON QUINOA Y VERDURAS,huevo-frito-con-quinoa-y-verduras,Huevos,759,pdf,0519-huevo-frito-con-quinoa-y-verduras.webp,/img/recetas/0519-huevo-frito-con-quinoa-y-verduras.webp
520,BOLLOS RELLENOS DE REVUELTO DE JAMÓN,bollos-rellenos-de-revuelto-de-jamon,Huevos,761,pdf,0520-bollos-rellenos-de-revuelto-de-jamon.webp,/img/recetas/0520-bollos-rellenos-de-revuelto-de-jamon.webp
521,SABORES DE SORIA EN CAZUELA,sabores-de-soria-en-cazuela,Huevos,763,missing,,
522,CHULETA RELLENA CON MERMELADA DE CEBOLLA,chuleta-rellena-con-mermelada-de-cebolla,Carnes y aves,766,missing,,
523,COSTILLA DE TERNERA CON ZUMO DE UVA,costilla-de-ternera-con-zumo-de-uva,Carnes y aves,767,missing,,
